bankName,totalAssets,totalLoans,loansCI_US,loansCI_foreign,cdsSold,cdsBought,year,quarter,totalCI,cdsNetBuy,date,mon,leverage,loansCI_to_totalAssets,loansCI_to_totalLoans,netCDS_to_loansCI
ZIONS BANCORPORATION,43313501,31162880,7241095,585,0,0,2006,1,7241680,0,2006-03-01,3,0.719472665116588,0.1671787048569452,0.23236283039308306,0
"BANK OF NEW YORK COMPANY, INC., THE",10371e4,40876000,6847000,550000,179e3,1023e3,2006,1,7397000,844e3,2006-03-01,3,0.39413749879471605,0.06602063446147913,0.16750660534298856,0.12326566379436249
JPMORGAN CHASE & CO.,1273282e3,461110000,78649000,23751000,139356e4,1396244e3,2006,1,102400000,2684e3,2006-03-01,3,0.3621428717283367,0.061768720519099464,0.17056450738435514,0.03412630802680263
"COMMERCE BANCSHARES, INC.",13770584,9128162,2006647,0,0,0,2006,1,2006647,0,2006-03-01,3,0.6628739928531716,0.14571981841873954,0.21983034481640445,0
KEYCORP,93076162,70610455,20365264,116442,3622206,3703706,2006,1,20481706,81500,2006-03-01,3,0.7586309263589962,0.21880214613920157,0.28841711896630606,0.004001912275725962
MELLON FINANCIAL CORPORATION,38055875,6498784,1659858,206570,0,574494,2006,1,1866428,574494,2006-03-01,3,0.17076953295647518,0.04361634044677727,0.25541055065070634,0.3461103299197883
NATIONAL CITY CORPORATION,140243362,114060735,22535301,409570,896827,454105,2006,1,22944871,-442722,2006-03-01,3,0.8133057663007252,0.16068711330522722,0.1975728194281757,-0.01964571052323641
"PNC FINANCIAL SERVICES GROUP, INC., THE",93308063,51841961,15408709,109466,242167,1399425,2006,1,15518175,1157258,2006-03-01,3,0.5556000128306168,0.16513802242363557,0.2972246555256658,0.07510415051643847
MERCANTILE BANKSHARES CORPORATION,16783227,11715709,2170196,0,0,0,2006,1,2170196,0,2006-03-01,3,0.6980605696389616,0.12930743295076685,0.18523812771382422,0
WACHOVIA CORPORATION,541842e3,294235000,56279000,5674000,93997e3,101024e3,2006,1,61953000,7027e3,2006-03-01,3,0.5430273031621764,0.10386607165926598,0.19127228235933863,0.1248600721405853
BANK OF AMERICA CORPORATION,1375923314,639537764,99060187,25486025,397510022,371471807,2006,1,124546212,-26038215,2006-03-01,3,0.4648062559102767,0.0719954273556266,0.15489341298694598,-0.2628524716998566
BB&T CORPORATION,110033689,76279282,8217824,0,0,0,2006,1,8217824,0,2006-03-01,3,0.6932357052938578,0.07468461772648556,0.10773336854429227,0
HANCOCK HOLDING COMPANY,6290626,2971171,323779,0,0,0,2006,1,323779,0,2006-03-01,3,0.4723172224831042,0.051470076269039045,0.10897353265766259,0
STATE STREET CORPORATION,104186982,8942292,6437,15017,0,95e3,2006,1,21454,95e3,2006-03-01,3,0.08582926415893302,6.17831506051303e-5,7.198378223390603e-4,14.75842783905546
UNIVEST CORPORATION OF PENNSYLVANIA,1787684,1287441,363400,0,0,0,2006,1,363400,0,2006-03-01,3,0.7201725808364342,0.20327977427778063,0.2822653620631936,0
"COMMERCE BANCORP, INC.",40719941,13536702,2094538,5319,0,0,2006,1,2099857,0,2006-03-01,3,0.3324342243030264,0.05143764820287927,0.15473030284629152,0
U.S. BANCORP,209907e3,140835000,32069000,453000,0,0,2006,1,32522000,0,2006-03-01,3,0.6709399877088424,0.1527771822759603,0.22770618099194093,0
WELLS FARGO & COMPANY,492428e3,350826000,54118000,1278000,2751e3,2838e3,2006,1,55396000,87e3,2006-03-01,3,0.7124412096793846,0.10990033060670798,0.1542588063598479,0.001607598211316013
"POPULAR, INC.",48592e3,31431000,4563000,89000,0,0,2006,1,4652000,0,2006-03-01,3,0.6468348699374382,0.09390434639446822,0.14517514555693423,0
FBOP CORPORATION,13819371,9459473,296947,1238,1e4,0,2006,1,298185,-1e4,2006-03-01,3,0.6845082167632666,0.021487736308693065,0.03139149506531706,-0.03367604319962822
"SUNTRUST BANKS, INC.",178876476,127481907,22440220,353286,497133,719133,2006,1,22793506,222e3,2006-03-01,3,0.7126812303703925,0.125450928494365,0.17602670471504636,0.0098929511386252
"CITIZENS FINANCIAL GROUP, INC.",160118112,103933763,13892814,41014,1649,1390,2006,1,13933828,-259,2006-03-01,3,0.6491068480747512,0.08676603681162566,0.13366988357767823,-1.864273141496028e-5
COMMERCEBANK HOLDING CORPORATION,4266235,1983318,341571,205449,0,0,2006,1,547020,0,2006-03-01,3,0.46488718975865134,0.08006380333010253,0.17222200373313812,0
MARSHALL & ILSLEY CORPORATION,47447411,35239951,9142985,0,0,0,2006,1,9142985,0,2006-03-01,3,0.7427159935027856,0.19269723694723828,0.25944942431957413,0
ASSOCIATED BANC-CORP,21559652,15587005,3287060,0,0,0,2006,1,3287060,0,2006-03-01,3,0.7229710850620409,0.1524634998746733,0.21088464397105153,0
NORTHERN TRUST CORPORATION,50194943,20050270,4051949,234149,0,165250,2006,1,4286098,165250,2006-03-01,3,0.39944800813898723,0.08072424746054598,0.2020894980466597,0.040782843021963014
LASALLE BANK CORPORATION,116064497,69357365,26143953,3765,0,6073745,2006,1,26147718,6073745,2006-03-01,3,0.5975760615237923,0.2252536621943918,0.3769455918632434,0.2323193053475884
COMERICA INCORPORATED,57326342,44862945,20311258,1636342,5564,7836,2006,1,21947600,2272,2006-03-01,3,0.782588657061007,0.3543093330462286,0.45274018457771775,1.1185914727684518e-4
BANK LEUMI LE-ISRAEL CORPORATION,5995683,2705755,1905115,98985,6e4,0,2006,1,2004100,-6e4,2006-03-01,3,0.4512838654078276,0.31774778619883676,0.7040973776265774,-0.03149416176976193
TD BANKNORTH INC.,40829112,25708689,4989355,0,0,0,2006,1,4989355,0,2006-03-01,3,0.6296656415157891,0.12220091879539285,0.19407271214802124,0
UNIONBANCAL CORPORATION,48800954,33630001,10103817,382485,0,0,2006,1,10486302,0,2006-03-01,3,0.6891258929077493,0.2070413828385404,0.30044057982632827,0
ABN AMRO NORTH AMERICA HOLDING COMPANY,153083047,69710316,26157254,104045,0,6073745,2006,1,26261299,6073745,2006-03-01,3,0.4553758065711875,0.1708696979359184,0.37522787875470254,0.2322011706580515
"AMERICAN CHARTERED BANCORP, INC.",2076150,1511485,406432,0,0,0,2006,1,406432,0,2006-03-01,3,0.7280230233846302,0.1957623485778966,0.2688958209972312,0
"JOHNSON FINANCIAL GROUP, INC.",3781142,2928104,627766,0,0,0,2006,1,627766,0,2006-03-01,3,0.7743967298768467,0.16602550234823235,0.2143933412201206,0
BOK FINANCIAL CORPORATION,16318529,9190688,3845382,0,0,0,2006,1,3845382,0,2006-03-01,3,0.5632056663930922,0.23564513688703193,0.4183997977082891,0
CITIGROUP INC.,1586201e3,644268000,48673000,94003000,519296e3,576267e3,2006,1,142676000,56971e3,2006-03-01,3,0.40617046641629906,0.030685266243054947,0.07554775341938448,1.170484662954821
"UTRECHT-AMERICA HOLDINGS, INC.",56937586,20717735,7760579,168167,0,2389e3,2006,1,7928746,2389e3,2006-03-01,3,0.3638674635766961,0.13629975461200622,0.37458626630758624,0.30783785591255497
TAUNUS CORPORATION,39178e4,29178000,2806000,96000,406e3,547e3,2006,1,2902000,141e3,2006-03-01,3,0.07447547092756139,0.007162182857726275,0.09616834601412022,0.05024946543121882
"METLIFE, INC.",499102128,49350235,797778,18722,490644,5229e3,2006,1,816500,4738356,2006-03-01,3,0.09887802962843709,0.001598426364553589,0.016165637306489018,5.939441799598384
F.N.B. CORPORATION,5631413,3830811,461347,0,0,0,2006,1,461347,0,2006-03-01,3,0.6802575126349284,0.08192384398018757,0.12043063466195539,0
HSBC NORTH AMERICA HOLDINGS INC.,441957337,265275105,10857370,13968990,262793933,212617216,2006,1,24826360,-50176717,2006-03-01,3,0.6002278563824363,0.02456655674889271,0.04092871813206897,-4.621443038231174
REGIONS FINANCIAL CORPORATION,84595459,60274914,9408290,32115,0,133650,2006,1,9440405,133650,2006-03-01,3,0.7125076772737884,0.1112150712486825,0.15608964618348523,0.014205557014080135
ZIONS BANCORPORATION,45142086,32707275,7487774,140,0,0,2006,2,7487914,0,2006-06-01,6,0.7245406204755358,0.1658712448512016,0.2289329820353423,0
"BANK OF NEW YORK COMPANY, INC., THE",108968e3,44276000,6615000,532000,0,1353e3,2006,2,7147000,1353e3,2006-06-01,6,0.40632112179722485,0.06070589530871449,0.14940374017526425,0.20453514739229026
JPMORGAN CHASE & CO.,1328001e3,455104000,69311000,25940000,1722663e3,1711275e3,2006,2,95251000,-11388e3,2006-06-01,6,0.3426985371245955,0.05219197877110032,0.1522970573758965,-0.16430292449971867
"COMMERCE BANCSHARES, INC.",14283332,9382498,2180145,0,0,0,2006,2,2180145,0,2006-06-01,6,0.6568844020428847,0.15263560351324187,0.23236295920340191,0
KEYCORP,94576311,71596848,20133735,219464,3291705,3964705,2006,2,20353199,673e3,2006-06-01,6,0.7570272856170083,0.21288348833990786,0.2812097957161466,0.033426485448427724
MELLON FINANCIAL CORPORATION,40269721,6871732,1667116,237820,0,506084,2006,2,1904936,506084,2006-06-01,6,0.17064265232927736,0.041398747212576914,0.24260492114651735,0.3035685579167856
NATIONAL CITY CORPORATION,141497678,113948894,23318793,479696,639884,792636,2006,2,23798489,152752,2006-06-01,6,0.8053057520844971,0.16479982802261955,0.20464255668861517,0.006550596336611419
"PNC FINANCIAL SERVICES GROUP, INC., THE",94937396,52743339,16505580,162069,769167,1678675,2006,2,16667649,909508,2006-06-01,6,0.5555591497369488,0.17385751764246832,0.3129415071730669,0.055103062115963206
MERCANTILE BANKSHARES CORPORATION,17002714,12130069,2182846,0,0,0,2006,2,2182846,0,2006-06-01,6,0.7134195752513393,0.12838221004011477,0.1799533044700735,0
WACHOVIA CORPORATION,553614e3,296145000,57770000,5911000,8254e4,89398e3,2006,2,63681000,6858e3,2006-06-01,6,0.5349304750241143,0.10435068477314519,0.19507335933411,0.11871213432577463
BANK OF AMERICA CORPORATION,1447538298,686627715,99704007,22284000,489646735,451162868,2006,2,121988007,-38483867,2006-06-01,6,0.47434165710757586,0.06887832062043307,0.14520824723773348,-0.3859811471769635
BB&T CORPORATION,116283730,80283633,8489633,0,0,0,2006,2,8489633,0,2006-06-01,6,0.6904115734849579,0.07300791778867087,0.10574550107865696,0
HANCOCK HOLDING COMPANY,6153014,3044064,338770,0,0,0,2006,2,338770,0,2006-06-01,6,0.49472729949907474,0.05505757015992488,0.11128872454718429,0
STATE STREET CORPORATION,102586312,8694709,6270,12168,0,127500,2006,2,18438,127500,2006-06-01,6,0.08475505971985814,6.11192651120941e-5,7.211282171720756e-4,20.33492822966507
UNIVEST CORPORATION OF PENNSYLVANIA,1851573,1321299,396337,0,0,0,2006,2,396337,0,2006-06-01,6,0.7136089152304554,0.2140542122832856,0.29996011500803377,0
"COMMERCE BANCORP, INC.",43487465,14347430,2138233,5607,0,0,2006,2,2143840,0,2006-06-01,6,0.3299210473638783,0.049168950179091835,0.14903247480559237,0
U.S. BANCORP,213405e3,143971000,33106000,455000,0,0,2006,2,33561000,0,2006-06-01,6,0.6746374264895386,0.15513226025632015,0.22994908696890345,0
WELLS FARGO & COMPANY,499516e3,340930000,55945000,1099000,283e4,3089e3,2006,2,57044000,259e3,2006-06-01,6,0.6825206800182577,0.11199841446520231,0.16409526882351216,0.004629546876396461
ZIONS BANCORPORATION,45777747,33727876,7776646,133,9,0,2006,3,7776779,-9,2006-09-01,9,0.7367744856469236,0.16987830353468467,0.23057028554066078,-1.1573112624645638e-6
"BANK OF NEW YORK COMPANY, INC., THE",10673e4,42061000,6720000,544000,0,1508e3,2006,3,7264000,1508e3,2006-09-01,9,0.39408788531809236,0.0629626159467816,0.15976795606381208,0.2244047619047619
JPMORGAN CHASE & CO.,1338029e3,463489000,71439000,28009000,2103007e3,2102515e3,2006,3,99448000,-492e3,2006-09-01,9,0.34639682697460217,0.05339121947282159,0.15413310779759606,-0.0068869944988031746
"COMMERCE BANCSHARES, INC.",15164594,9832285,2122000,0,0,0,2006,3,2122000,0,2006-09-01,9,0.6483711334441264,0.13993121081909612,0.21581961873562452,0
KEYCORP,95682192,72701142,20108321,207689,3320206,4214705,2006,3,20316010,894499,2006-09-01,9,0.7598189431111695,0.21015740316651607,0.2765887914112821,0.04448402231096271
MELLON FINANCIAL CORPORATION,42715053,6824391,1820341,275263,0,460740,2006,3,2095604,460740,2006-09-01,9,0.15976548126956555,0.04261591341113401,0.2667404314905169,0.253106423466812
NATIONAL CITY CORPORATION,138134005,112480053,23788531,565952,637116,866051,2006,3,24354483,228935,2006-09-01,9,0.8142821385653736,0.1722134314428949,0.2114911076722199,0.00962375524575267
"PNC FINANCIAL SERVICES GROUP, INC., THE",98464925,53248033,16729345,174497,1054500,2175175,2006,3,16903842,1120675,2006-09-01,9,0.5407817352219585,0.16990156647151258,0.31417770868644107,0.06698857606200362
MERCANTILE BANKSHARES CORPORATION,17575247,12553934,2156058,0,0,0,2006,3,2156058,0,2006-09-01,9,0.714296305480088,0.1226758292500811,0.17174361439211008,0
WACHOVIA CORPORATION,559922e3,305171000,60901000,6332000,122042e3,126097e3,2006,3,67233000,4055e3,2006-09-01,9,0.545024128360736,0.10876693539457281,0.19956352340163383,0.06658347153577117
BANK OF AMERICA CORPORATION,1451603528,695211560,101833336,19506547,583343063,546170154,2006,3,121339883,-37172909,2006-09-01,9,0.47892661225331495,0.07015230676678268,0.14647819722675498,-0.3650367400317711
BB&T CORPORATION,118523897,81950079,8730572,0,32385,15003,2006,3,8730572,-17382,2006-09-01,9,0.6914224141651367,0.07366085845118643,0.10653524812343378,-0.001990934843673473
HANCOCK HOLDING COMPANY,6131487,3141162,312514,0,0,0,2006,3,312514,0,2006-09-01,9,0.5123001973257059,0.05096871280979638,0.09948993397984568,0
STATE STREET CORPORATION,112341939,9213183,6103,6481,0,165e3,2006,3,12584,165e3,2006-09-01,9,0.08201018321394649,5.4325215091756606e-5,6.624203600427779e-4,27.0358839914796
UNIVEST CORPORATION OF PENNSYLVANIA,1937397,1370620,419136,0,0,0,2006,3,419136,0,2006-09-01,9,0.7074543833814133,0.2163397589652508,0.30580029475711723,0
"COMMERCE BANCORP, INC.",43338963,14799149,2246839,5607,17715,0,2006,3,2252446,-17715,2006-09-01,9,0.34147446029107803,0.051843395514562726,0.15182217572104992,-0.007884410053412817
U.S. BANCORP,216855e3,147057000,32779000,488000,0,25e3,2006,3,33267000,25e3,2006-09-01,9,0.6781351594383344,0.15115630259851054,0.2228999639595531,7.626834253638e-4
WELLS FARGO & COMPANY,483441e3,348021000,56987000,1195000,2789e3,3144e3,2006,3,58182000,355e3,2006-09-01,9,0.7198830881120964,0.11787787961716115,0.16374586591039048,0.006229490936529384
"POPULAR, INC.",46935e3,31757000,4434000,81000,33e3,0,2006,3,4515000,-33e3,2006-09-01,9,0.6766165974219666,0.0944710770214126,0.1396227603363038,-0.007442489851150203
FBOP CORPORATION,13836318,9986417,315681,1229,1e4,2500,2006,3,316910,-7500,2006-09-01,9,0.7217539377166671,0.02281539062632125,0.031611037271926455,-0.023758160928278864
"SUNTRUST BANKS, INC.",183104553,132739040,23879804,658779,462894,709419,2006,3,24538583,246525,2006-09-01,9,0.7249357693470353,0.13041622181836188,0.17990038198257272,0.010323577195189709
"CITIZENS FINANCIAL GROUP, INC.",163084111,107239735,15850455,54840,2535,2193,2006,3,15905295,-342,2006-09-01,9,0.6575731648069627,0.0971919024042753,0.14780393666582634,-2.1576667672946927e-5
COMMERCEBANK HOLDING CORPORATION,4774466,2256195,360761,217813,23e3,38e3,2006,3,578574,15e3,2006-09-01,9,0.47255441760397915,0.07556049200057137,0.1598979698120065,0.041578773758804304
MARSHALL & ILSLEY CORPORATION,55529348,41268119,10254027,0,0,0,2006,3,10254027,0,2006-09-01,9,0.7431767252156464,0.184659596579452,0.24847333119302092,0
ASSOCIATED BANC-CORP,20947768,15371938,3212772,0,0,0,2006,3,3212772,0,2006-09-01,9,0.7338222382451438,0.15337061208621366,0.20900240425117508,0
NORTHERN TRUST CORPORATION,55200927,21278823,4763587,231824,0,230250,2006,3,4995411,230250,2006-09-01,9,0.38547945037227366,0.08629541674182392,0.22386515457175427,0.04833542454457114
LASALLE BANK CORPORATION,122369069,73919644,25163652,5847,0,5909577,2006,3,25169499,5909577,2006-09-01,9,0.6040713115174554,0.2056373575907487,0.340419009593715,0.2348457608617382
COMERICA INCORPORATED,59068948,46609152,21186991,1559202,7697,8236,2006,3,22746193,539,2006-09-01,9,0.789063519465422,0.3586823824930825,0.4545671845735361,2.5440139187296583e-5
BANK LEUMI LE-ISRAEL CORPORATION,5605516,2904591,2112179,106464,55e3,0,2006,3,2218643,-55e3,2006-09-01,9,0.5181665702140534,0.3768036698138048,0.7271863749491753,-0.026039459723820754
TD BANKNORTH INC.,39953218,25826074,4188501,93,0,0,2006,3,4188594,0,2006-09-01,9,0.6464078563083454,0.10483513493205979,0.16218109651509555,0
UNIONBANCAL CORPORATION,52013259,35677806,10686465,629448,0,0,2006,3,11315913,0,2006-09-01,9,0.6859367531651881,0.20545655483729638,0.29952696642837284,0
ABN AMRO NORTH AMERICA HOLDING COMPANY,155199559,74256491,25262118,5847,0,5909577,2006,3,25267965,5909577,2006-09-01,9,0.4784581314435307,0.16277184138132764,0.34020080480237075,0.2339303854094894
"AMERICAN CHARTERED BANCORP, INC.",2279506,1687526,451542,0,0,0,2006,3,451542,0,2006-09-01,9,0.7403033815221368,0.19808765583420268,0.2675763217870421,0
"JOHNSON FINANCIAL GROUP, INC.",4091138,3105937,641479,0,0,0,2006,3,641479,0,2006-09-01,9,0.7591865637385001,0.15679720410311263,0.20653316535396565,0
BOK FINANCIAL CORPORATION,17193134,9995748,4102061,0,0,0,2006,3,4102061,0,2006-09-01,9,0.5813802184057892,0.2385871592695084,0.4103805938284959,0
CITIGROUP INC.,1746248e3,692593000,48803000,107117000,752921e3,807697e3,2006,3,155920000,54776e3,2006-09-01,9,0.3966177770854999,0.027947347684864923,0.07046418314941098,1.1223900170071512
"UTRECHT-AMERICA HOLDINGS, INC.",62783667,21795475,7826145,156587,0,2234e3,2006,3,7982732,2234e3,2006-09-01,9,0.3471519909788003,0.1246525629030238,0.3590720092129215,0.2854534384425538
TAUNUS CORPORATION,431021e3,37353000,3153000,98000,481e3,854e3,2006,3,3251000,373e3,2006-09-01,9,0.08666167077706191,0.007315188819106261,0.08441089069151073,0.1183000317158262
"METLIFE, INC.",516185092,52458845,830005,21577,588728,6071671,2006,3,851582,5482943,2006-09-01,9,0.10162797378890594,0.0016079600377145336,0.015822022006012522,6.605915627014295
F.N.B. CORPORATION,6060285,4248291,671931,0,0,0,2006,3,671931,0,2006-09-01,9,0.7010051507478609,0.11087448857603231,0.15816501270746283,0
HSBC NORTH AMERICA HOLDINGS INC.,473595754,279836429,13509047,15091662,382012555,338732272,2006,3,28600709,-43280283,2006-09-01,9,0.5908761356842739,0.028524425917889458,0.04827479770333976,-3.2037998683400835
REGIONS FINANCIAL CORPORATION,86981395,61647736,9927352,26048,0,78650,2006,3,9953400,78650,2006-09-01,9,0.7087462324558028,0.11413190142558648,0.1610335211661301,0.007922555783254185
ZIONS BANCORPORATION,46970226,34707273,8325190,385,38,0,2006,4,8325575,-38,2006-12-01,12,0.7389207154336451,0.17724398430614322,0.2398687445135779,-4.564460390693786e-6
"BANK OF NEW YORK COMPANY, INC., THE",103455e3,38515000,4872000,578000,0,1655e3,2006,4,5450000,1655e3,2006-12-01,12,0.3722874679812479,0.04709293895896767,0.1264961703232507,0.33969622331691296
JPMORGAN CHASE & CO.,135152e4,483127000,75327000,27630000,2278477e3,2304285e3,2006,4,102957000,25808e3,2006-12-01,12,0.3574693678228957,0.055735024268971235,0.1559155253173596,0.34261287453369976
"COMMERCE BANCSHARES, INC.",15240507,9958333,2192927,0,0,0,2006,4,2192927,0,2006-12-01,12,0.653412186353118,0.14388806094180462,0.22021025004887868,0
KEYCORP,92061129,69463397,18711420,307438,3356205,4319705,2006,4,19018858,963500,2006-12-01,12,0.7545355760301398,0.2032499514534522,0.2693709321471854,0.051492617877210815
MELLON FINANCIAL CORPORATION,41584506,6760721,1816592,237271,0,320518,2006,4,2053863,320518,2006-12-01,12,0.1625778841763805,0.04368434724221565,0.26869796875214935,0.17643917841760837
NATIONAL CITY CORPORATION,140203110,108357245,24652655,580636,620103,927408,2006,4,25233291,307305,2006-12-01,12,0.7728590685327879,0.17583529352522922,0.22751275191612708,0.012465391658626626
"PNC FINANCIAL SERVICES GROUP, INC., THE",101854178,52512700,16592208,211458,932500,2693050,2006,4,16803666,1760550,2006-12-01,12,0.5155674615527308,0.1629015944736209,0.3159656235539212,0.10610703530235398
MERCANTILE BANKSHARES CORPORATION,17716025,12809655,2282700,0,0,230,2006,4,2282700,230,2006-12-01,12,0.7230546920090709,0.12884944562902795,0.17820152064985356,1.0075787444692688e-4
WACHOVIA CORPORATION,707121e3,438128000,60819000,5983000,143731e3,1567e5,2006,4,66802000,12969e3,2006-12-01,12,0.6195941005853313,0.08600932513671634,0.1388155972683782,0.21323928377645143
BANK OF AMERICA CORPORATION,1463685485,723420566,105414920,19760146,743607611,703020060,2006,4,125175066,-40587551,2006-12-01,12,0.4942459110332709,0.07202019906619488,0.1457173391998922,-0.38502662621192524
BB&T CORPORATION,121351065,83590938,9170221,0,31703,15003,2006,4,9170221,-16700,2006-12-01,12,0.6888356356823073,0.07556770103336134,0.10970353030372743,-0.0018211120538970654
HANCOCK HOLDING COMPANY,6005975,3266583,315908,0,0,0,2006,4,315908,0,2006-12-01,12,0.5438888773263292,0.05259895354209766,0.09670900754703003,0
